"place_code","place_name","state","eli_households","total_vouchers","vouchers_per_1000_eli","desert_eli"
"2537490","MA Lynn city, Massachusetts","MA",4580,5186,1132.31441048035,"Adequate supply"
"2537595","MA Lynnfield CDP, Massachusetts","MA",738,61,82.6558265582656,"Severe desert"
"2537875","MA Malden city, Massachusetts","MA",2803,1537,548.341063146629,"Adequate supply"
"2538435","MA Marblehead CDP, Massachusetts","MA",986,35,35.4969574036511,"Severe desert"
"2538715","MA Marlborough city, Massachusetts","MA",1470,794,540.136054421769,"Adequate supply"
"2539660","MA Maynard CDP, Massachusetts","MA",632,250,395.569620253165,"Low availability"
"2539730","MA Medfield CDP, Massachusetts","MA",332,91,274.096385542169,"Low availability"
"2539835","MA Medford city, Massachusetts","MA",3337,934,279.892118669464,"Low availability"
"2540115","MA Melrose city, Massachusetts","MA",1496,645,431.149732620321,"Low availability"
"2540710","MA Methuen Town city, Massachusetts","MA",2379,678,284.99369482976,"Low availability"
"2540885","MA Middleborough Center CDP, Massachusetts","MA",215,224,1041.86046511628,"Adequate supply"
"2541200","MA Milford CDP, Massachusetts","MA",838,116,138.424821002387,"Moderate desert"
"2541725","MA Milton CDP, Massachusetts","MA",1268,384,302.839116719243,"Low availability"
"2544140","MA Needham CDP, Massachusetts","MA",1625,198,121.846153846154,"Moderate desert"
"2545000","MA New Bedford city, Massachusetts","MA",3040,3429,1127.96052631579,"Adequate supply"
"2545245","MA Newburyport city, Massachusetts","MA",1128,300,265.957446808511,"Low availability"
"2545560","MA Newton city, Massachusetts","MA",3949,806,204.102304380856,"Moderate desert"
"2546330","MA Northampton city, Massachusetts","MA",1039,583,561.11645813282,"Adequate supply"
"2546598","MA North Attleborough Town city, Massachusetts","MA",1269,82,64.6178092986604,"Severe desert"
"2546785","MA Northborough CDP, Massachusetts","MA",347,6,17.2910662824208,"Severe desert"
"2548710","MA North Pembroke CDP, Massachusetts","MA",409,44,107.579462102689,"Moderate desert"
"2548780","MA North Plymouth CDP, Massachusetts","MA",376,159,422.872340425532,"Low availability"
"2549165","MA North Scituate CDP, Massachusetts","MA",258,10,38.7596899224806,"Severe desert"
"2550285","MA Norwood CDP, Massachusetts","MA",1075,821,763.720930232558,"Adequate supply"
"2550862","MA Ocean Bluff-Brant Rock CDP, Massachusetts","MA",231,42,181.818181818182,"Moderate desert"
"2551790","MA Oxford CDP, Massachusetts","MA",252,15,59.5238095238095,"Severe desert"
"2552144","MA Palmer Town city, Massachusetts","MA",463,204,440.60475161987,"Low availability"
"2552490","MA Peabody city, Massachusetts","MA",2052,1212,590.643274853801,"Adequate supply"
"2553680","MA Pinehurst CDP, Massachusetts","MA",241,4,16.597510373444,"Severe desert"
"2553960","MA Pittsfield city, Massachusetts","MA",1750,1595,911.428571428571,"Adequate supply"
"2554275","MA Plymouth CDP, Massachusetts","MA",272,405,1488.97058823529,"Adequate supply"
"2555535","MA Provincetown CDP, Massachusetts","MA",405,43,106.172839506173,"Moderate desert"
"2555745","MA Quincy city, Massachusetts","MA",5396,3512,650.852483320978,"Adequate supply"
"2556000","MA Randolph Town city, Massachusetts","MA",1493,1294,866.711319490958,"Adequate supply"
"2556095","MA Raynham Center CDP, Massachusetts","MA",264,46,174.242424242424,"Moderate desert"
"2556165","MA Reading CDP, Massachusetts","MA",1234,308,249.594813614263,"Moderate desert"
"2556585","MA Revere city, Massachusetts","MA",2274,1443,634.564643799472,"Adequate supply"
"2559105","MA Salem city, Massachusetts","MA",2362,2606,1103.30228619814,"Adequate supply"
"2559210","MA Salisbury CDP, Massachusetts","MA",286,76,265.734265734266,"Low availability"
"2560050","MA Saugus CDP, Massachusetts","MA",1418,467,329.337094499295,"Low availability"
"2560295","MA Scituate CDP, Massachusetts","MA",417,73,175.059952038369,"Moderate desert"
"2562465","MA Somerset CDP, Massachusetts","MA",728,35,48.0769230769231,"Severe desert"
"2562535","MA Somerville city, Massachusetts","MA",4806,1826,379.941739492301,"Low availability"
"2563345","MA Southbridge Town city, Massachusetts","MA",513,632,1231.96881091618,"Adequate supply"
"2566035","MA South Yarmouth CDP, Massachusetts","MA",327,306,935.779816513761,"Adequate supply"
"2567000","MA Springfield city, Massachusetts","MA",4288,10081,2350.97947761194,"Adequate supply"
"2567700","MA Stoneham CDP, Massachusetts","MA",977,289,295.803480040942,"Low availability"
"2568680","MA Swampscott CDP, Massachusetts","MA",1102,139,126.134301270417,"Moderate desert"
"2569170","MA Taunton city, Massachusetts","MA",1940,1459,752.061855670103,"Adequate supply"
"2569585","MA The Pinehills CDP, Massachusetts","MA",298,37,124.161073825503,"Moderate desert"
"2572250","MA Wakefield CDP, Massachusetts","MA",1151,360,312.771503040834,"Low availability"
"2572460","MA Walpole CDP, Massachusetts","MA",318,50,157.232704402516,"Moderate desert"
"2572600","MA Waltham city, Massachusetts","MA",2633,850,322.825674135967,"Low availability"
"2573440","MA Watertown Town city, Massachusetts","MA",1791,431,240.647682858738,"Moderate desert"
"2573930","MA Webster CDP, Massachusetts","MA",257,498,1937.74319066148,"Adequate supply"
"2574210","MA Wellesley CDP, Massachusetts","MA",1051,184,175.071360608944,"Moderate desert"
"2575680","MA West Concord CDP, Massachusetts","MA",245,51,208.163265306122,"Moderate desert"
"2576030","MA Westfield city, Massachusetts","MA",1350,715,529.62962962963,"Adequate supply"
"2577890","MA West Springfield Town city, Massachusetts","MA",1052,348,330.798479087452,"Low availability"
"2578972","MA Weymouth Town city, Massachusetts","MA",3205,1265,394.695787831513,"Low availability"
"2579495","MA Whitinsville CDP, Massachusetts","MA",260,111,426.923076923077,"Low availability"
"2580195","MA Wilmington CDP, Massachusetts","MA",661,86,130.105900151286,"Moderate desert"
"2580545","MA Winchester CDP, Massachusetts","MA",1032,96,93.0232558139535,"Severe desert"
"2581005","MA Winthrop Town city, Massachusetts","MA",974,154,158.110882956879,"Moderate desert"
"2581035","MA Woburn city, Massachusetts","MA",1397,591,423.049391553329,"Low availability"
"2582000","MA Worcester city, Massachusetts","MA",10495,7556,719.961886612673,"Adequate supply"
"2582595","MA Yarmouth Port CDP, Massachusetts","MA",208,20,96.1538461538462,"Severe desert"
"2601340","MI Allendale CDP, Michigan","MI",981,29,29.5616717635066,"Severe desert"
"2601380","MI Allen Park city, Michigan","MI",643,24,37.3250388802488,"Severe desert"
"2603000","MI Ann Arbor city, Michigan","MI",6403,1934,302.045915976886,"Low availability"
"2604105","MI Auburn Hills city, Michigan","MI",870,102,117.241379310345,"Moderate desert"
"2605920","MI Battle Creek city, Michigan","MI",1067,1231,1153.70196813496,"Adequate supply"
"2607660","MI Berkley city, Michigan","MI",500,18,36,"Severe desert"
"2608640","MI Birmingham city, Michigan","MI",1296,15,11.5740740740741,"Severe desert"
"2610620","MI Brighton city, Michigan","MI",249,89,357.429718875502,"Low availability"
"2612060","MI Burton city, Michigan","MI",863,361,418.308227114716,"Low availability"
"2612320","MI Cadillac city, Michigan","MI",208,391,1879.80769230769,"Adequate supply"
"2614820","MI Charlotte city, Michigan","MI",239,186,778.242677824268,"Adequate supply"
"2616160","MI Clawson city, Michigan","MI",368,249,676.630434782609,"Adequate supply"
"2617020","MI Coldwater city, Michigan","MI",284,218,767.605633802817,"Adequate supply"
"2619500","MI Cutlerville CDP, Michigan","MI",276,117,423.913043478261,"Low availability"
"2621000","MI Dearborn city, Michigan","MI",2594,659,254.047802621434,"Low availability"
"2621020","MI Dearborn Heights city, Michigan","MI",1605,524,326.479750778816,"Low availability"
"2624290","MI Eastpointe city, Michigan","MI",1145,671,586.026200873362,"Adequate supply"
"2627160","MI Fair Plain CDP, Michigan","MI",280,75,267.857142857143,"Low availability"
"2627380","MI Farmington city, Michigan","MI",236,161,682.203389830508,"Adequate supply"
"2627440","MI Farmington Hills city, Michigan","MI",3914,317,80.9913132345427,"Severe desert"
"2627760","MI Fenton city, Michigan","MI",233,155,665.236051502146,"Adequate supply"
"2627880","MI Ferndale city, Michigan","MI",966,94,97.3084886128364,"Severe desert"
"2628360","MI Flat Rock city, Michigan","MI",363,398,1096.41873278237,"Adequate supply"
"2629200","MI Flushing city, Michigan","MI",224,133,593.75,"Adequate supply"
"2629580","MI Forest Hills CDP, Michigan","MI",669,45,67.2645739910314,"Severe desert"
"2630420","MI Fraser city, Michigan","MI",207,480,2318.84057971014,"Adequate supply"
"2631420","MI Garden City city, Michigan","MI",575,251,436.521739130435,"Low availability"
"2633280","MI Grand Blanc city, Michigan","MI",203,42,206.896551724138,"Moderate desert"
"2633340","MI Grand Haven city, Michigan","MI",465,145,311.827956989247,"Low availability"
"2634000","MI Grand Rapids city, Michigan","MI",4740,6663,1405.69620253165,"Adequate supply"
"2634160","MI Grandville city, Michigan","MI",302,204,675.496688741722,"Adequate supply"
"2635540","MI Grosse Pointe Park city, Michigan","MI",427,3,7.02576112412178,"Severe desert"
"2635580","MI Grosse Pointe Woods city, Michigan","MI",638,4,6.26959247648903,"Severe desert"
"2636700","MI Harper Woods city, Michigan","MI",291,427,1467.35395189003,"Adequate supply"
"2637100","MI Haslett CDP, Michigan","MI",862,605,701.856148491879,"Adequate supply"
"2637420","MI Hazel Park city, Michigan","MI",214,388,1813.08411214953,"Adequate supply"
"2638640","MI Holland city, Michigan","MI",695,662,952.517985611511,"Adequate supply"
"2638780","MI Holt CDP, Michigan","MI",911,349,383.095499451153,"Low availability"
"2640860","MI Ionia city, Michigan","MI",236,43,182.203389830508,"Moderate desert"
"2641680","MI Jenison CDP, Michigan","MI",291,5,17.1821305841924,"Severe desert"
"2642820","MI Kentwood city, Michigan","MI",1264,1277,1010.28481012658,"Adequate supply"
"2645420","MI Lambertville CDP, Michigan","MI",307,1,3.25732899022801,"Severe desert"
"2646000","MI Lansing city, Michigan","MI",3642,4725,1297.36408566722,"Adequate supply"
"2646040","MI Lapeer city, Michigan","MI",353,576,1631.72804532578,"Adequate supply"
"2647800","MI Lincoln Park city, Michigan","MI",1007,401,398.212512413108,"Low availability"
"2649000","MI Livonia city, Michigan","MI",2405,396,164.656964656965,"Moderate desert"
"2650560","MI Madison Heights city, Michigan","MI",1159,630,543.572044866264,"Adequate supply"
"2651900","MI Marquette city, Michigan","MI",692,621,897.398843930636,"Adequate supply"
"2652080","MI Marysville city, Michigan","MI",257,17,66.147859922179,"Severe desert"
"2653780","MI Midland city, Michigan","MI",1650,879,532.727272727273,"Adequate supply"
"2653920","MI Milan city, Michigan","MI",269,46,171.003717472119,"Moderate desert"
"2653960","MI Milford village, Michigan","MI",258,132,511.627906976744,"Adequate supply"
"2655020","MI Monroe city, Michigan","MI",731,516,705.882352941176,"Adequate supply"
"2655820","MI Mount Clemens city, Michigan","MI",346,643,1858.38150289017,"Adequate supply"
"2656860","MI Negaunee city, Michigan","MI",212,12,56.6037735849057,"Severe desert"
"2657100","MI New Baltimore city, Michigan","MI",261,127,486.590038314176,"Low availability"
"2657380","MI New Haven village, Michigan","MI",319,28,87.7742946708464,"Severe desert"
"2658945","MI Northview CDP, Michigan","MI",201,137,681.592039800995,"Adequate supply"
"2658980","MI Northville city, Michigan","MI",236,12,50.8474576271187,"Severe desert"
"2659140","MI Norton Shores city, Michigan","MI",469,38,81.0234541577825,"Severe desert"
"2659440","MI Novi city, Michigan","MI",1849,10,5.40832882639265,"Severe desert"
"2659920","MI Oak Park city, Michigan","MI",534,747,1398.87640449438,"Adequate supply"
"2660340","MI Okemos CDP, Michigan","MI",1062,88,82.8625235404896,"Severe desert"
"2661940","MI Owosso city, Michigan","MI",216,332,1537.03703703704,"Adequate supply"
"2662020","MI Oxford village, Michigan","MI",209,9,43.0622009569378,"Severe desert"
"2663820","MI Petoskey city, Michigan","MI",213,139,652.582159624413,"Adequate supply"
"2665060","MI Plymouth city, Michigan","MI",258,113,437.984496124031,"Low availability"
"2665560","MI Portage city, Michigan","MI",1245,414,332.530120481928,"Low availability"
"2668880","MI Riverview city, Michigan","MI",330,258,781.818181818182,"Adequate supply"
"2669020","MI Rochester city, Michigan","MI",330,22,66.6666666666667,"Severe desert"
"2669035","MI Rochester Hills city, Michigan","MI",2555,369,144.422700587084,"Moderate desert"
"2669080","MI Rockford city, Michigan","MI",369,158,428.184281842818,"Low availability"
"2669420","MI Romulus city, Michigan","MI",840,780,928.571428571429,"Adequate supply"
"2669800","MI Roseville city, Michigan","MI",1066,769,721.388367729831,"Adequate supply"
"2670040","MI Royal Oak city, Michigan","MI",2063,402,194.861851672322,"Moderate desert"
"2670680","MI St. Clair city, Michigan","MI",201,19,94.5273631840796,"Severe desert"
"2670760","MI St. Clair Shores city, Michigan","MI",1651,95,57.5408843125379,"Severe desert"
"2670960","MI St. Joseph city, Michigan","MI",384,2,5.20833333333333,"Severe desert"
"2671140","MI Saline city, Michigan","MI",328,57,173.780487804878,"Moderate desert"
"2671740","MI Sault Ste. Marie city, Michigan","MI",294,316,1074.82993197279,"Adequate supply"
"2673560","MI Shields CDP, Michigan","MI",201,12,59.7014925373134,"Severe desert"
"2674900","MI Southfield city, Michigan","MI",1986,1254,631.419939577039,"Adequate supply"
"2674960","MI Southgate city, Michigan","MI",465,406,873.118279569892,"Adequate supply"
"2675100","MI South Lyon city, Michigan","MI",475,17,35.7894736842105,"Severe desert"
"2676460","MI Sterling Heights city, Michigan","MI",3646,1080,296.215030170049,"Low availability"
"2677700","MI Swartz Creek city, Michigan","MI",246,154,626.016260162602,"Adequate supply"
"2679000","MI Taylor city, Michigan","MI",1516,1291,851.583113456464,"Adequate supply"
"2680340","MI Traverse City city, Michigan","MI",583,378,648.370497427101,"Adequate supply"
"2680420","MI Trenton city, Michigan","MI",544,240,441.176470588235,"Low availability"
"2680700","MI Troy city, Michigan","MI",3630,705,194.214876033058,"Moderate desert"
"2682960","MI Walker city, Michigan","MI",431,202,468.677494199536,"Low availability"
"2683060","MI Walled Lake city, Michigan","MI",232,259,1116.37931034483,"Adequate supply"
"2684000","MI Warren city, Michigan","MI",2477,1314,530.480419862737,"Adequate supply"
"2684800","MI Waverly CDP, Michigan","MI",853,351,411.488862837046,"Low availability"
"2684940","MI Wayne city, Michigan","MI",352,415,1178.97727272727,"Adequate supply"
"2686000","MI Westland city, Michigan","MI",1974,1414,716.312056737589,"Adequate supply"
"2688140","MI Wixom city, Michigan","MI",596,74,124.161073825503,"Moderate desert"
"2688380","MI Woodhaven city, Michigan","MI",302,16,52.9801324503311,"Severe desert"
"2688480","MI Woodland Beach CDP, Michigan","MI",260,1,3.84615384615385,"Severe desert"
"2688900","MI Wyandotte city, Michigan","MI",857,154,179.696616102684,"Moderate desert"
"2688940","MI Wyoming city, Michigan","MI",1791,1109,619.207146845338,"Adequate supply"
"2700694","MN Albert Lea city, Minnesota","MN",424,422,995.283018867925,"Adequate supply"
"2700928","MN Alexandria city, Minnesota","MN",243,376,1547.32510288066,"Adequate supply"
"2701486","MN Andover city, Minnesota","MN",627,52,82.9346092503987,"Severe desert"
"2701720","MN Anoka city, Minnesota","MN",472,392,830.508474576271,"Adequate supply"
"2701900","MN Apple Valley city, Minnesota","MN",1013,467,461.006910167818,"Low availability"
"2702026","MN Arden Hills city, Minnesota","MN",237,4,16.8776371308017,"Severe desert"
"2702908","MN Austin city, Minnesota","MN",350,297,848.571428571429,"Adequate supply"
"2704042","MN Baxter city, Minnesota","MN",227,68,299.559471365639,"Low availability"
"2704618","MN Becker city, Minnesota","MN",208,21,100.961538461538,"Moderate desert"
"2705068","MN Bemidji city, Minnesota","MN",295,384,1301.69491525424,"Adequate supply"
"2705752","MN Big Lake city, Minnesota","MN",202,21,103.960396039604,"Moderate desert"
"2706382","MN Blaine city, Minnesota","MN",1653,342,206.896551724138,"Moderate desert"
"2706616","MN Bloomington city, Minnesota","MN",3094,1126,363.930187459599,"Low availability"
"2707300","MN Brainerd city, Minnesota","MN",296,339,1145.27027027027,"Adequate supply"
"2707948","MN Brooklyn Center city, Minnesota","MN",1082,514,475.046210720887,"Low availability"
"2707966","MN Brooklyn Park city, Minnesota","MN",2468,905,366.693679092382,"Low availability"
"2708452","MN Buffalo city, Minnesota","MN",407,153,375.921375921376,"Low availability"
"2708794","MN Burnsville city, Minnesota","MN",1674,792,473.118279569892,"Low availability"
"2709154","MN Byron city, Minnesota","MN",344,8,23.2558139534884,"Severe desert"
"2709370","MN Cambridge city, Minnesota","MN",363,116,319.559228650138,"Low availability"
"2710846","MN Champlin city, Minnesota","MN",663,98,147.812971342383,"Moderate desert"
"2710918","MN Chanhassen city, Minnesota","MN",796,56,70.3517587939699,"Severe desert"
"2710972","MN Chaska city, Minnesota","MN",709,367,517.630465444288,"Adequate supply"
"2711350","MN Chisago City city, Minnesota","MN",241,71,294.605809128631,"Low availability"
"2712700","MN Columbia Heights city, Minnesota","MN",708,444,627.118644067797,"Adequate supply"
"2713114","MN Coon Rapids city, Minnesota","MN",1489,746,501.007387508395,"Adequate supply"
"2713456","MN Cottage Grove city, Minnesota","MN",797,75,94.1028858218319,"Severe desert"
"2713870","MN Crookston city, Minnesota","MN",270,287,1062.96296296296,"Adequate supply"
"2714158","MN Crystal city, Minnesota","MN",699,66,94.4206008583691,"Severe desert"
"2715454","MN Delano city, Minnesota","MN",368,4,10.8695652173913,"Severe desert"
"2715832","MN Detroit Lakes city, Minnesota","MN",273,342,1252.74725274725,"Adequate supply"
"2715976","MN Dilworth city, Minnesota","MN",272,127,466.911764705882,"Low availability"
"2717000","MN Duluth city, Minnesota","MN",2235,3179,1422.37136465324,"Adequate supply"
"2717288","MN Eagan city, Minnesota","MN",1914,465,242.94670846395,"Moderate desert"
"2717612","MN East Grand Forks city, Minnesota","MN",282,538,1907.80141843972,"Adequate supply"
"2718116","MN Eden Prairie city, Minnesota","MN",1890,713,377.248677248677,"Low availability"
"2718188","MN Edina city, Minnesota","MN",2496,688,275.641025641026,"Low availability"
"2718674","MN Elk River city, Minnesota","MN",413,144,348.668280871671,"Low availability"
"2720546","MN Faribault city, Minnesota","MN",478,546,1142.25941422594,"Adequate supply"
"2720618","MN Farmington city, Minnesota","MN",596,127,213.087248322148,"Moderate desert"
"2720906","MN Fergus Falls city, Minnesota","MN",420,472,1123.80952380952,"Adequate supply"
"2721770","MN Forest Lake city, Minnesota","MN",432,181,418.981481481481,"Low availability"
"2722814","MN Fridley city, Minnesota","MN",494,328,663.967611336032,"Adequate supply"
"2724308","MN Golden Valley city, Minnesota","MN",892,330,369.955156950673,"Low availability"
"2725118","MN Grand Rapids city, Minnesota","MN",365,368,1008.21917808219,"Adequate supply"
"2726738","MN Ham Lake city, Minnesota","MN",390,6,15.3846153846154,"Severe desert"
"2727530","MN Hastings city, Minnesota","MN",664,259,390.060240963855,"Low availability"
"2728790","MN Hibbing city, Minnesota","MN",501,625,1247.50499001996,"Adequate supply"
"2730140","MN Hopkins city, Minnesota","MN",596,483,810.402684563758,"Adequate supply"
"2730644","MN Hutchinson city, Minnesota","MN",485,333,686.59793814433,"Adequate supply"
"2731076","MN Inver Grove Heights city, Minnesota","MN",1160,292,251.724137931034,"Low availability"
"2735180","MN Lakeville city, Minnesota","MN",1940,243,125.257731958763,"Moderate desert"
"2736746","MN Le Sueur city, Minnesota","MN",283,129,455.83038869258,"Low availability"
"2737322","MN Lino Lakes city, Minnesota","MN",622,45,72.3472668810289,"Severe desert"
"2737502","MN Little Canada city, Minnesota","MN",538,131,243.494423791822,"Moderate desert"
"2739428","MN Mahtomedi city, Minnesota","MN",282,129,457.446808510638,"Low availability"
"2739878","MN Mankato city, Minnesota","MN",1239,1020,823.244552058111,"Adequate supply"
"2740166","MN Maple Grove city, Minnesota","MN",1811,373,205.963556046383,"Moderate desert"
"2740382","MN Maplewood city, Minnesota","MN",1226,679,553.833605220228,"Adequate supply"
"2740688","MN Marshall city, Minnesota","MN",487,273,560.574948665298,"Adequate supply"
"2741480","MN Medina city, Minnesota","MN",287,6,20.9059233449477,"Severe desert"
"2741696","MN Mendota Heights city, Minnesota","MN",322,42,130.434782608696,"Moderate desert"
"2743000","MN Minneapolis city, Minnesota","MN",18063,11711,648.341914410674,"Adequate supply"
"2743252","MN Minnetonka city, Minnesota","MN",1891,599,316.763617133792,"Low availability"
"2743720","MN Montevideo city, Minnesota","MN",220,137,622.727272727273,"Adequate supply"
"2743774","MN Monticello city, Minnesota","MN",316,84,265.822784810127,"Low availability"
"2743864","MN Moorhead city, Minnesota","MN",1983,1068,538.57791225416,"Adequate supply"
"2744476","MN Mound city, Minnesota","MN",649,91,140.215716486903,"Moderate desert"
"2744530","MN Mounds View city, Minnesota","MN",344,121,351.744186046512,"Low availability"
"2745430","MN New Brighton city, Minnesota","MN",581,269,462.994836488812,"Low availability"
"2745628","MN New Hope city, Minnesota","MN",892,411,460.762331838565,"Low availability"
"2745808","MN New Prague city, Minnesota","MN",250,87,348,"Low availability"
"2746042","MN New Ulm city, Minnesota","MN",270,203,751.851851851852,"Adequate supply"
"2746798","MN North Branch city, Minnesota","MN",348,74,212.64367816092,"Moderate desert"
"2746924","MN Northfield city, Minnesota","MN",510,365,715.686274509804,"Adequate supply"
"2747068","MN North Mankato city, Minnesota","MN",377,196,519.893899204244,"Adequate supply"
"2747221","MN North St. Paul city, Minnesota","MN",314,241,767.515923566879,"Adequate supply"
"2747680","MN Oakdale city, Minnesota","MN",813,308,378.843788437884,"Low availability"
"2747914","MN Oak Park Heights city, Minnesota","MN",242,121,500,"Adequate supply"
"2748580","MN Orono city, Minnesota","MN",391,12,30.690537084399,"Severe desert"
"2749300","MN Owatonna city, Minnesota","MN",685,379,553.284671532847,"Adequate supply"
"2751730","MN Plymouth city, Minnesota","MN",2904,377,129.820936639118,"Moderate desert"
"2752594","MN Prior Lake city, Minnesota","MN",671,136,202.682563338301,"Moderate desert"
"2753026","MN Ramsey city, Minnesota","MN",511,59,115.45988258317,"Moderate desert"
"2753620","MN Red Wing city, Minnesota","MN",365,382,1046.57534246575,"Adequate supply"
"2754214","MN Richfield city, Minnesota","MN",1388,439,316.28242074928,"Low availability"
"2754808","MN Robbinsdale city, Minnesota","MN",858,336,391.608391608392,"Low availability"
"2754880","MN Rochester city, Minnesota","MN",4146,1663,401.109503135552,"Low availability"
"2755186","MN Rogers city, Minnesota","MN",423,31,73.2860520094563,"Severe desert"
"2755726","MN Rosemount city, Minnesota","MN",592,165,278.716216216216,"Low availability"
"2755852","MN Roseville city, Minnesota","MN",1110,749,674.774774774775,"Adequate supply"
"2756680","MN St. Anthony city, Minnesota","MN",296,89,300.675675675676,"Low availability"
"2756896","MN St. Cloud city, Minnesota","MN",1270,1335,1051.1811023622,"Adequate supply"
"2757220","MN St. Louis Park city, Minnesota","MN",2102,716,340.627973358706,"Low availability"
"2757346","MN St. Michael city, Minnesota","MN",474,20,42.1940928270042,"Severe desert"
"2758000","MN St. Paul city, Minnesota","MN",11033,12182,1104.14211909725,"Adequate supply"
"2758036","MN St. Peter city, Minnesota","MN",250,268,1072,"Adequate supply"
"2758612","MN Sartell city, Minnesota","MN",619,31,50.0807754442649,"Severe desert"
"2758684","MN Sauk Rapids city, Minnesota","MN",339,192,566.371681415929,"Adequate supply"
"2758738","MN Savage city, Minnesota","MN",772,146,189.119170984456,"Moderate desert"
"2759350","MN Shakopee city, Minnesota","MN",1017,373,366.764995083579,"Low availability"
"2759998","MN Shoreview city, Minnesota","MN",625,102,163.2,"Moderate desert"
"2761492","MN South St. Paul city, Minnesota","MN",844,230,272.511848341232,"Low availability"
"2761996","MN Spring Lake Park city, Minnesota","MN",222,143,644.144144144144,"Adequate supply"
"2762824","MN Stillwater city, Minnesota","MN",812,279,343.5960591133,"Low availability"
"2766460","MN Vadnais Heights city, Minnesota","MN",333,77,231.231231231231,"Moderate desert"
"2767036","MN Victoria city, Minnesota","MN",222,4,18.018018018018,"Severe desert"
"2767432","MN Waconia city, Minnesota","MN",370,117,316.216216216216,"Low availability"
"2768818","MN Wayzata city, Minnesota","MN",328,85,259.146341463415,"Low availability"
"2769700","MN West St. Paul city, Minnesota","MN",754,604,801.06100795756,"Adequate supply"
"2769970","MN White Bear Lake city, Minnesota","MN",517,240,464.2166344294,"Low availability"
"2770420","MN Willmar city, Minnesota","MN",573,467,815.00872600349,"Adequate supply"
"2771032","MN Winona city, Minnesota","MN",578,434,750.865051903114,"Adequate supply"
"2771428","MN Woodbury city, Minnesota","MN",2215,96,43.3408577878104,"Severe desert"
"2771734","MN Worthington city, Minnesota","MN",241,173,717.842323651452,"Adequate supply"
"2772328","MN Zumbrota city, Minnesota","MN",212,55,259.433962264151,"Low availability"
"2803980","MS Bay St. Louis city, Mississippi","MS",349,303,868.194842406877,"Adequate supply"
"2806220","MS Biloxi city, Mississippi","MS",1173,2450,2088.66155157715,"Adequate supply"
"2807780","MS Booneville city, Mississippi","MS",236,77,326.271186440678,"Low availability"
"2808300","MS Brandon city, Mississippi","MS",611,29,47.4631751227496,"Severe desert"
"2810140","MS Byram city, Mississippi","MS",296,27,91.2162162162162,"Severe desert"
"2814420","MS Clinton city, Mississippi","MS",738,214,289.972899728997,"Low availability"
"2819100","MS Diamondhead city, Mississippi","MS",267,2,7.49063670411985,"Severe desert"
"2819180","MS D'Iberville city, Mississippi","MS",224,242,1080.35714285714,"Adequate supply"
"2825100","MS Flowood city, Mississippi","MS",487,2,4.10677618069815,"Severe desert"
"2826860","MS Gautier city, Mississippi","MS",394,570,1446.70050761421,"Adequate supply"
"2829620","MS Gulf Hills CDP, Mississippi","MS",235,83,353.191489361702,"Low availability"
"2831780","MS Hernando city, Mississippi","MS",615,96,156.09756097561,"Moderate desert"
"2833700","MS Horn Lake city, Mississippi","MS",576,179,310.763888888889,"Low availability"
"2841680","MS Long Beach city, Mississippi","MS",443,299,674.943566591422,"Adequate supply"
"2844520","MS Madison city, Mississippi","MS",452,26,57.5221238938053,"Severe desert"
"2853520","MS Ocean Springs city, Mississippi","MS",605,319,527.272727272727,"Adequate supply"
"2854040","MS Olive Branch city, Mississippi","MS",989,111,112.234580384227,"Moderate desert"
"2854840","MS Oxford city, Mississippi","MS",1185,73,61.6033755274262,"Severe desert"
"2855760","MS Pearl city, Mississippi","MS",295,346,1172.8813559322,"Adequate supply"
"2856800","MS Petal city, Mississippi","MS",332,66,198.795180722892,"Moderate desert"
"2862400","MS Richland city, Mississippi","MS",304,63,207.236842105263,"Moderate desert"
"2862520","MS Ridgeland city, Mississippi","MS",372,86,231.182795698925,"Moderate desert"
"2869280","MS Southaven city, Mississippi","MS",1103,438,397.098821396192,"Low availability"
"2874840","MS Tupelo city, Mississippi","MS",873,1239,1419.2439862543,"Adequate supply"
"2900280","MO Affton CDP, Missouri","MO",576,59,102.430555555556,"Moderate desert"
"2901972","MO Arnold city, Missouri","MO",435,58,133.333333333333,"Moderate desert"
"2903160","MO Ballwin city, Missouri","MO",1225,5,4.08163265306122,"Severe desert"
"2904384","MO Belton city, Missouri","MO",530,429,809.433962264151,"Adequate supply"
"2906652","MO Blue Springs city, Missouri","MO",1414,472,333.804809052334,"Low availability"
"2907966","MO Branson city, Missouri","MO",339,148,436.578171091445,"Low availability"
"2908398","MO Bridgeton city, Missouri","MO",262,11,41.9847328244275,"Severe desert"
"2910828","MO Cameron city, Missouri","MO",204,169,828.43137254902,"Adequate supply"
"2911242","MO Cape Girardeau city, Missouri","MO",1143,1162,1016.62292213473,"Adequate supply"
"2911368","MO Carl Junction city, Missouri","MO",231,41,177.489177489178,"Moderate desert"
"2911656","MO Carthage city, Missouri","MO",418,278,665.071770334928,"Adequate supply"
"2913600","MO Chesterfield city, Missouri","MO",1986,6,3.02114803625378,"Severe desert"
"2913690","MO Chillicothe city, Missouri","MO",259,127,490.34749034749,"Low availability"
"2914572","MO Clayton city, Missouri","MO",668,11,16.4670658682635,"Severe desert"
"2915670","MO Columbia city, Missouri","MO",3887,1865,479.804476459995,"Low availability"
