"place_code","place_name","state","households","total_vouchers","vouchers_per_1000","desert"
"1207300","FL Boca Raton city, Florida","FL",41197,189,4.58771269752652,"Severe desert"
"1207525","FL Bonita Springs city, Florida","FL",24586,1,0.0406735540551533,"Severe desert"
"1207875","FL Boynton Beach city, Florida","FL",33297,938,28.1707060696159,"Low availability"
"1207950","FL Bradenton city, Florida","FL",23079,546,23.6578707916288,"Moderate desert"
"1208150","FL Brandon CDP, Florida","FL",45008,822,18.2634198364735,"Moderate desert"
"1210275","FL Cape Coral city, Florida","FL",79258,569,7.17908602286205,"Severe desert"
"1210825","FL Carrollwood CDP, Florida","FL",14248,71,4.98315553060079,"Severe desert"
"1211050","FL Casselberry city, Florida","FL",13343,45,3.37255489769917,"Severe desert"
"1212425","FL Citrus Park CDP, Florida","FL",11164,168,15.0483697599427,"Moderate desert"
"1212875","FL Clearwater city, Florida","FL",49909,1823,36.5264781903064,"Low availability"
"1212925","FL Clermont city, Florida","FL",16918,72,4.25582220120582,"Severe desert"
"1213275","FL Coconut Creek city, Florida","FL",24107,169,7.01041191355208,"Severe desert"
"1214125","FL Cooper City city, Florida","FL",11053,75,6.78548810277753,"Severe desert"
"1214250","FL Coral Gables city, Florida","FL",18941,36,1.90063882582757,"Severe desert"
"1214400","FL Coral Springs city, Florida","FL",44659,928,20.7796860655187,"Moderate desert"
"1214895","FL Country Club CDP, Florida","FL",18052,389,21.5488588522047,"Moderate desert"
"1215475","FL Crestview city, Florida","FL",10273,198,19.2738245887277,"Moderate desert"
"1215968","FL Cutler Bay town, Florida","FL",14535,748,51.4619883040936,"Adequate supply"
"1216335","FL Dania Beach city, Florida","FL",13657,487,35.6593688218496,"Low availability"
"1216475","FL Davie town, Florida","FL",38377,330,8.59890038304193,"Severe desert"
"1216525","FL Daytona Beach city, Florida","FL",33105,2148,64.8844585410059,"Adequate supply"
"1216725","FL Deerfield Beach city, Florida","FL",36138,859,23.7699928053572,"Moderate desert"
"1216875","FL DeLand city, Florida","FL",14805,746,50.3883823032759,"Adequate supply"
"1217100","FL Delray Beach city, Florida","FL",29179,733,25.1208060591521,"Low availability"
"1217200","FL Deltona city, Florida","FL",33257,164,4.93129266019184,"Severe desert"
"1217935","FL Doral city, Florida","FL",24922,20,0.802503811893106,"Severe desert"
"1218575","FL Dunedin city, Florida","FL",17632,356,20.1905626134301,"Moderate desert"
"1219206","FL East Lake CDP, Florida","FL",13614,9,0.661084178052005,"Severe desert"
"1219212","FL East Lake-Orient Park CDP, Florida","FL",11103,725,65.2976672971269,"Adequate supply"
"1219825","FL Edgewater city, Florida","FL",10809,47,4.34822832824498,"Severe desert"
"1220108","FL Egypt Lake-Leto CDP, Florida","FL",13873,416,29.986304332156,"Low availability"
"1220825","FL Englewood CDP, Florida","FL",10175,2,0.196560196560197,"Severe desert"
"1220925","FL Ensley CDP, Florida","FL",10214,177,17.3291560603094,"Moderate desert"
"1221150","FL Estero village, Florida","FL",18287,1,0.0546836550555039,"Severe desert"
"1222275","FL Ferry Pass CDP, Florida","FL",12688,529,41.6929382093317,"Low availability"
"1222660","FL Fleming Island CDP, Florida","FL",11297,15,1.32778613791272,"Severe desert"
"1224000","FL Fort Lauderdale city, Florida","FL",80575,3373,41.8616196090599,"Low availability"
"1224125","FL Fort Myers city, Florida","FL",36431,1888,51.8239960473223,"Adequate supply"
"1224300","FL Fort Pierce city, Florida","FL",18510,652,35.2242031334414,"Low availability"
"1224562","FL Fountainebleau CDP, Florida","FL",21188,230,10.8552010572022,"Moderate desert"
"1224581","FL Four Corners CDP, Florida","FL",22374,58,2.59229462769286,"Severe desert"
"1224925","FL Fruit Cove CDP, Florida","FL",11849,23,1.94109207528061,"Severe desert"
"1225175","FL Gainesville city, Florida","FL",58176,2720,46.7546754675468,"Low availability"
"1226375","FL Golden Glades CDP, Florida","FL",11322,757,66.8609786256845,"Adequate supply"
"1227322","FL Greenacres city, Florida","FL",15411,147,9.53864123029005,"Severe desert"
"1228400","FL Haines City city, Florida","FL",10362,140,13.5109052306505,"Moderate desert"
"1228452","FL Hallandale Beach city, Florida","FL",19647,403,20.51203746119,"Moderate desert"
"1230000","FL Hialeah city, Florida","FL",77294,4123,53.3417859083499,"Adequate supply"
"1231075","FL Holiday CDP, Florida","FL",10086,188,18.6396985921079,"Moderate desert"
"1232000","FL Hollywood city, Florida","FL",60456,743,12.2899298663491,"Moderate desert"
"1232275","FL Homestead city, Florida","FL",25427,2082,81.8814645848901,"Adequate supply"
"1232610","FL Horizon West CDP, Florida","FL",20310,16,0.787789266371246,"Severe desert"
"1235000","FL Jacksonville city, Florida","FL",384741,14235,36.9989161539841,"Low availability"
"1235050","FL Jacksonville Beach city, Florida","FL",10837,483,44.5695303128172,"Low availability"
"1235875","FL Jupiter town, Florida","FL",25125,18,0.716417910447761,"Severe desert"
"1236062","FL Kendale Lakes CDP, Florida","FL",19166,137,7.14807471564228,"Severe desert"
"1236100","FL Kendall CDP, Florida","FL",30283,622,20.5395766601724,"Moderate desert"
"1236121","FL Kendall West CDP, Florida","FL",12836,193,15.0358367092552,"Moderate desert"
"1236550","FL Key West city, Florida","FL",11188,221,19.7533071147658,"Moderate desert"
"1236950","FL Kissimmee city, Florida","FL",26129,177,6.77408243713881,"Severe desert"
"1238250","FL Lakeland city, Florida","FL",46339,1262,27.2340792852673,"Low availability"
"1238350","FL Lake Magdalene CDP, Florida","FL",12948,90,6.95088044485635,"Severe desert"
"1238813","FL Lakeside CDP, Florida","FL",11764,60,5.1003060183611,"Severe desert"
"1239067","FL Lakewood Ranch CDP, Florida","FL",15255,118,7.7351687971157,"Severe desert"
"1239081","FL Lake Worth Beach city, Florida","FL",15229,384,25.2150502331079,"Low availability"
"1239200","FL Land O' Lakes CDP, Florida","FL",14799,21,1.41901479829718,"Severe desert"
"1239425","FL Largo city, Florida","FL",37269,937,25.1415385440983,"Low availability"
"1239525","FL Lauderdale Lakes city, Florida","FL",13032,883,67.756292203806,"Adequate supply"
"1239550","FL Lauderhill city, Florida","FL",26539,1433,53.9960058781416,"Adequate supply"
"1239875","FL Leesburg city, Florida","FL",12302,516,41.9443992846692,"Low availability"
"1239925","FL Lehigh Acres CDP, Florida","FL",38555,881,22.8504733497601,"Moderate desert"
"1240387","FL Liberty Triangle CDP, Florida","FL",11041,4,0.362286024816593,"Severe desert"
"1243125","FL Margate city, Florida","FL",24634,283,11.488187058537,"Moderate desert"
"1243800","FL Meadow Woods CDP, Florida","FL",12930,93,7.19257540603248,"Severe desert"
"1243975","FL Melbourne city, Florida","FL",35954,1494,41.5530956221839,"Low availability"
"1244275","FL Merritt Island CDP, Florida","FL",13867,68,4.9037282757626,"Severe desert"
"1245000","FL Miami city, Florida","FL",190282,12478,65.5763550940184,"Adequate supply"
"1245025","FL Miami Beach city, Florida","FL",40838,2106,51.5696165336206,"Adequate supply"
"1245060","FL Miami Gardens city, Florida","FL",34515,2652,76.8361581920904,"Adequate supply"
"1245100","FL Miami Lakes town, Florida","FL",11268,80,7.0997515086972,"Severe desert"
"1245975","FL Miramar city, Florida","FL",44446,670,15.0744723934662,"Moderate desert"
"1248050","FL Navarre CDP, Florida","FL",14209,11,0.774157224294461,"Severe desert"
"1248625","FL New Smyrna Beach city, Florida","FL",15663,154,9.83208836110579,"Severe desert"
"1249350","FL North Fort Myers CDP, Florida","FL",21903,297,13.5597863306396,"Moderate desert"
"1249425","FL North Lauderdale city, Florida","FL",15491,602,38.8612742882964,"Low availability"
"1249450","FL North Miami city, Florida","FL",20077,909,45.2756885988943,"Low availability"
"1249475","FL North Miami Beach city, Florida","FL",15591,490,31.4283881726637,"Low availability"
"1249675","FL North Port city, Florida","FL",31569,238,7.53904146472806,"Severe desert"
"1250575","FL Oakland Park city, Florida","FL",17303,219,12.6567647228804,"Moderate desert"
"1250750","FL Ocala city, Florida","FL",26238,1465,55.8350484030795,"Adequate supply"
"1251075","FL Ocoee city, Florida","FL",14494,26,1.79384572926728,"Severe desert"
"1253000","FL Orlando city, Florida","FL",126665,3641,28.7451150673035,"Low availability"
"1253150","FL Ormond Beach city, Florida","FL",19331,168,8.69070405048885,"Severe desert"
"1253575","FL Oviedo city, Florida","FL",13275,69,5.19774011299435,"Severe desert"
"1254000","FL Palm Bay city, Florida","FL",44432,630,14.1789701116313,"Moderate desert"
"1254075","FL Palm Beach Gardens city, Florida","FL",26283,205,7.79971844918769,"Severe desert"
"1254175","FL Palm City CDP, Florida","FL",10197,2,0.196136118466216,"Severe desert"
"1254200","FL Palm Coast city, Florida","FL",38257,231,6.03811067255666,"Severe desert"
"1254350","FL Palm Harbor CDP, Florida","FL",26724,58,2.17033378236791,"Severe desert"
"1254700","FL Panama City city, Florida","FL",14807,1136,76.7204700479503,"Adequate supply"
"1255125","FL Parkland city, Florida","FL",10828,10,0.923531584780199,"Severe desert"
"1255775","FL Pembroke Pines city, Florida","FL",63994,988,15.4389474013189,"Moderate desert"
"1255925","FL Pensacola city, Florida","FL",24979,859,34.3888866647984,"Low availability"
"1256825","FL Pine Hills CDP, Florida","FL",23310,461,19.7769197769198,"Moderate desert"
"1256975","FL Pinellas Park city, Florida","FL",21805,737,33.7995872506306,"Low availability"
"1257425","FL Plantation city, Florida","FL",36735,422,11.4876820470941,"Moderate desert"
"1257550","FL Plant City city, Florida","FL",14711,209,14.2070559445313,"Moderate desert"
"1257900","FL Poinciana CDP, Florida","FL",23235,200,8.60770389498601,"Severe desert"
"1258050","FL Pompano Beach city, Florida","FL",47403,1089,22.973229542434,"Moderate desert"
"1258350","FL Port Charlotte CDP, Florida","FL",27406,211,7.69904400496242,"Severe desert"
"1258575","FL Port Orange city, Florida","FL",27916,345,12.3585040836796,"Moderate desert"
"1258715","FL Port St. Lucie city, Florida","FL",79185,276,3.48550861905664,"Severe desert"
"1258975","FL Princeton CDP, Florida","FL",11947,528,44.1951954465556,"Low availability"
"1259200","FL Punta Gorda city, Florida","FL",10006,106,10.5936438137118,"Moderate desert"
"1260230","FL Richmond West CDP, Florida","FL",10592,49,4.6261329305136,"Severe desert"
"1260950","FL Riverview CDP, Florida","FL",38144,810,21.2353187919463,"Moderate desert"
"1260975","FL Riviera Beach city, Florida","FL",13567,1180,86.9757499815729,"Adequate supply"
"1261500","FL Rockledge city, Florida","FL",11778,258,21.90524707081,"Moderate desert"
"1262100","FL Royal Palm Beach village, Florida","FL",13742,164,11.9342162712851,"Moderate desert"
"1262625","FL St. Cloud city, Florida","FL",19588,32,1.63365325709618,"Severe desert"
"1263000","FL St. Petersburg city, Florida","FL",116772,5380,46.07268865824,"Low availability"
"1263650","FL Sanford city, Florida","FL",24022,721,30.0141536924486,"Low availability"
"1264175","FL Sarasota city, Florida","FL",25572,1288,50.3675895510715,"Adequate supply"
"1264825","FL Sebastian city, Florida","FL",11512,55,4.7776233495483,"Severe desert"
"1266175","FL Silver Springs Shores CDP, Florida","FL",10076,101,10.023818975784,"Moderate desert"
"1267258","FL South Bradenton CDP, Florida","FL",11251,189,16.7985067993956,"Moderate desert"
"1267575","FL South Miami Heights CDP, Florida","FL",11765,904,76.8380790480238,"Adequate supply"
"1268350","FL Spring Hill CDP, Florida","FL",44985,285,6.33544514838279,"Severe desert"
"1269250","FL Sun City Center CDP, Florida","FL",16442,42,2.55443376718161,"Severe desert"
"1269555","FL Sunny Isles Beach city, Florida","FL",10285,241,23.4321827904716,"Moderate desert"
"1269700","FL Sunrise city, Florida","FL",36779,969,26.3465564588488,"Low availability"
"1270600","FL Tallahassee city, Florida","FL",83637,3418,40.8670803591712,"Low availability"
"1270675","FL Tamarac city, Florida","FL",31115,308,9.89876265466817,"Severe desert"
"1270700","FL Tamiami CDP, Florida","FL",17676,106,5.99683186241231,"Severe desert"
"1271000","FL Tampa city, Florida","FL",160527,8624,53.7230497050341,"Adequate supply"
"1271150","FL Tarpon Springs city, Florida","FL",11543,523,45.3088451875596,"Low availability"
"1271400","FL Temple Terrace city, Florida","FL",11139,196,17.5958344555167,"Moderate desert"
"1271564","FL The Acreage CDP, Florida","FL",12939,93,7.18757245536749,"Severe desert"
"1271569","FL The Hammocks CDP, Florida","FL",19593,102,5.20594089725923,"Severe desert"
"1271625","FL The Villages CDP, Florida","FL",47211,1,0.0211815043104361,"Severe desert"
"1271900","FL Titusville city, Florida","FL",19645,667,33.9526597098498,"Low availability"
"1272145","FL Town 'n' Country CDP, Florida","FL",33085,237,7.16336708478162,"Severe desert"
"1273163","FL University CDP, Florida","FL",19885,1003,50.4400301734976,"Adequate supply"
"1273700","FL Valrico CDP, Florida","FL",14133,153,10.8257270218637,"Moderate desert"
"1273900","FL Venice city, Florida","FL",14166,56,3.95312720598616,"Severe desert"
"1274200","FL Vero Beach South CDP, Florida","FL",11852,113,9.53425582180223,"Severe desert"
"1275812","FL Wellington village, Florida","FL",21604,328,15.1823736345121,"Moderate desert"
"1275875","FL Wesley Chapel CDP, Florida","FL",23921,73,3.05171188495464,"Severe desert"
"1276075","FL Westchester CDP, Florida","FL",17552,358,20.3965360072926,"Moderate desert"
"1276487","FL West Little River CDP, Florida","FL",10256,649,63.280031201248,"Adequate supply"
"1276500","FL West Melbourne city, Florida","FL",10278,83,8.07550107024713,"Severe desert"
"1276582","FL Weston city, Florida","FL",21409,183,8.54780699705731,"Severe desert"
"1276600","FL West Palm Beach city, Florida","FL",50518,2628,52.0210617997545,"Adequate supply"
"1278250","FL Winter Garden city, Florida","FL",15457,66,4.26991007310604,"Severe desert"
"1278275","FL Winter Haven city, Florida","FL",19691,931,47.2804834696054,"Low availability"
"1278300","FL Winter Park city, Florida","FL",12653,158,12.4871571959219,"Moderate desert"
"1278325","FL Winter Springs city, Florida","FL",15677,24,1.53090514766856,"Severe desert"
"1278800","FL Wright CDP, Florida","FL",11161,433,38.7958068273452,"Low availability"
"1301052","GA Albany city, Georgia","GA",27578,2404,87.1709333526724,"Adequate supply"
"1301696","GA Alpharetta city, Georgia","GA",24810,118,4.75614671503426,"Severe desert"
"1303440","GA Athens-Clarke County unified government (balance), Georgia","GA",53397,1037,19.4205666985037,"Moderate desert"
"1304000","GA Atlanta city, Georgia","GA",231504,27717,119.72579307485,"Adequate supply"
"1304204","GA Augusta-Richmond County consolidated government (balance), Georgia","GA",73493,5717,77.789721470072,"Adequate supply"
"1310944","GA Brookhaven city, Georgia","GA",24467,462,18.8825765316549,"Moderate desert"
"1312988","GA Canton city, Georgia","GA",12118,264,21.7857732299059,"Moderate desert"
"1315172","GA Chamblee city, Georgia","GA",11963,70,5.85137507314219,"Severe desert"
"1319000","GA Columbus city, Georgia","GA",80600,4773,59.2183622828784,"Adequate supply"
"1321380","GA Dalton city, Georgia","GA",11762,243,20.6597517429009,"Moderate desert"
"1323900","GA Douglasville city, Georgia","GA",13912,660,47.441058079356,"Low availability"
"1324600","GA Duluth city, Georgia","GA",12508,38,3.03805564438759,"Severe desert"
"1324768","GA Dunwoody city, Georgia","GA",21459,8,0.372803951721888,"Severe desert"
"1325720","GA East Point city, Georgia","GA",16527,544,32.9158346947419,"Low availability"
"1328044","GA Evans CDP, Georgia","GA",11805,4,0.338839474798814,"Severe desert"
"1331908","GA Gainesville city, Georgia","GA",15474,752,48.5976476670544,"Low availability"
"1338964","GA Hinesville city, Georgia","GA",12940,793,61.2828438948995,"Adequate supply"
"1342425","GA Johns Creek city, Georgia","GA",28753,11,0.382568775432129,"Severe desert"
"1343192","GA Kennesaw city, Georgia","GA",13277,243,18.3023273329818,"Moderate desert"
"1344340","GA LaGrange city, Georgia","GA",12653,765,60.4599699675966,"Adequate supply"
"1345488","GA Lawrenceville city, Georgia","GA",11051,690,62.4377884354357,"Adequate supply"
"1348288","GA Mableton CDP, Georgia","GA",15343,110,7.16939320862934,"Severe desert"
"1349008","GA Macon-Bibb County, Georgia","GA",59681,6693,112.146244198321,"Adequate supply"
"1349756","GA Marietta city, Georgia","GA",24574,734,29.8689672011069,"Low availability"
"1350036","GA Martinez CDP, Georgia","GA",11869,21,1.76931502232707,"Severe desert"
"1351670","GA Milton city, Georgia","GA",15505,1,0.0644953240890035,"Severe desert"
"1355020","GA Newnan city, Georgia","GA",16895,570,33.7377922462267,"Low availability"
"1359724","GA Peachtree City city, Georgia","GA",14880,127,8.53494623655914,"Severe desert"
"1359735","GA Peachtree Corners city, Georgia","GA",17294,26,1.50341158783393,"Severe desert"
"1362104","GA Pooler city, Georgia","GA",11199,74,6.60773283328869,"Severe desert"
"1363952","GA Redan CDP, Georgia","GA",11078,396,35.7465246434374,"Low availability"
"1366668","GA Rome city, Georgia","GA",14853,1348,90.7560762135596,"Adequate supply"
"1367284","GA Roswell city, Georgia","GA",35436,231,6.51879444632577,"Severe desert"
"1368516","GA Sandy Springs city, Georgia","GA",52035,439,8.43662919189007,"Severe desert"
"1369000","GA Savannah city, Georgia","GA",58632,4181,71.3091826988675,"Adequate supply"
"1371492","GA Smyrna city, Georgia","GA",25248,229,9.07002534854246,"Severe desert"
"1372122","GA South Fulton city, Georgia","GA",39519,780,19.7373415319214,"Moderate desert"
"1373256","GA Statesboro city, Georgia","GA",12065,373,30.9158723580605,"Low availability"
"1373704","GA Stockbridge city, Georgia","GA",14347,258,17.9828535582352,"Moderate desert"
"1373784","GA Stonecrest city, Georgia","GA",21025,1276,60.6896551724138,"Adequate supply"
"1377652","GA Tucker city, Georgia","GA",14419,63,4.36923503710382,"Severe desert"
"1378324","GA Union City city, Georgia","GA",11533,895,77.603398942166,"Adequate supply"
"1378800","GA Valdosta city, Georgia","GA",21979,988,44.9519996360162,"Low availability"
"1380508","GA Warner Robins city, Georgia","GA",31433,1084,34.4860496929978,"Low availability"
"1384176","GA Woodstock city, Georgia","GA",14495,209,14.4187650914108,"Moderate desert"
"1506290","HI East Honolulu CDP, Hawaii","HI",17977,91,5.0620236969461,"Severe desert"
"1514650","HI Hilo CDP, Hawaii","HI",17126,1222,71.3534976059792,"Adequate supply"
"1523150","HI Kailua CDP, Hawaii","HI",13596,136,10.002942041777,"Moderate desert"
"1528250","HI Kaneohe CDP, Hawaii","HI",11445,194,16.9506334643949,"Moderate desert"
"1562600","HI Pearl City CDP, Hawaii","HI",14945,379,25.3596520575443,"Low availability"
"1571550","HI Urban Honolulu CDP, Hawaii","HI",136228,6052,44.4255219191356,"Low availability"
"1608830","ID Boise City city, Idaho","ID",99616,2384,23.9318984902024,"Moderate desert"
"1612250","ID Caldwell city, Idaho","ID",20696,453,21.8882875918052,"Moderate desert"
"1616750","ID Coeur d'Alene city, Idaho","ID",23478,946,40.2930402930403,"Low availability"
"1623410","ID Eagle city, Idaho","ID",12085,100,8.27472072817542,"Severe desert"
"1639700","ID Idaho Falls city, Idaho","ID",24216,955,39.4367360422861,"Low availability"
"1646540","ID Lewiston city, Idaho","ID",14142,745,52.6799604016405,"Adequate supply"
"1652120","ID Meridian city, Idaho","ID",45486,216,4.74871388998813,"Severe desert"
"1656260","ID Nampa city, Idaho","ID",37305,719,19.2735558236161,"Moderate desert"
"1664090","ID Pocatello city, Idaho","ID",22322,828,37.0934504076696,"Low availability"
"1664810","ID Post Falls city, Idaho","ID",15165,403,26.5743488295417,"Low availability"
"1682810","ID Twin Falls city, Idaho","ID",20239,603,29.7939621522803,"Low availability"
"1700243","IL Addison village, Illinois","IL",13074,404,30.9010249349855,"Low availability"
"1700685","IL Algonquin village, Illinois","IL",10914,27,2.47388675096207,"Severe desert"
"1701114","IL Alton city, Illinois","IL",10811,884,81.7685690500416,"Adequate supply"
"1702154","IL Arlington Heights village, Illinois","IL",31248,498,15.937019969278,"Moderate desert"
"1703012","IL Aurora city, Illinois","IL",60396,1614,26.723624081065,"Low availability"
"1704013","IL Bartlett village, Illinois","IL",14332,76,5.30281886687134,"Severe desert"
"1704078","IL Batavia city, Illinois","IL",10378,386,37.19406436693,"Low availability"
"1704845","IL Belleville city, Illinois","IL",17694,951,53.7470328925059,"Adequate supply"
"1705573","IL Berwyn city, Illinois","IL",20222,216,10.6814360597369,"Moderate desert"
"1706613","IL Bloomington city, Illinois","IL",34217,915,26.7410936084402,"Low availability"
"1707133","IL Bolingbrook village, Illinois","IL",23766,704,29.6221492889001,"Low availability"
"1709447","IL Buffalo Grove village, Illinois","IL",16068,275,17.1147622603933,"Moderate desert"
"1710487","IL Calumet City city, Illinois","IL",14678,1185,80.7330699005314,"Adequate supply"
"1711332","IL Carol Stream village, Illinois","IL",14310,788,55.0663871418588,"Adequate supply"
"1711358","IL Carpentersville village, Illinois","IL",11699,462,39.4905547482691,"Low availability"
"1712385","IL Champaign city, Illinois","IL",36493,1635,44.8031129257666,"Low availability"
"1714000","IL Chicago city, Illinois","IL",1146547,88115,76.8524971065294,"Adequate supply"
"1714351","IL Cicero town, Illinois","IL",25031,239,9.54816028125125,"Severe desert"
"1715599","IL Collinsville city, Illinois","IL",11111,211,18.990189901899,"Moderate desert"
"1717887","IL Crystal Lake city, Illinois","IL",14917,308,20.6475832942281,"Moderate desert"
"1718563","IL Danville city, Illinois","IL",11595,1650,142.302716688228,"Adequate supply"
"1718823","IL Decatur city, Illinois","IL",30904,2221,71.8677193890758,"Adequate supply"
"1719161","IL DeKalb city, Illinois","IL",16015,1176,73.431158289104,"Adequate supply"
"1719642","IL Des Plaines city, Illinois","IL",22581,206,9.12271378592622,"Severe desert"
"1720591","IL Downers Grove village, Illinois","IL",20357,641,31.4879402662475,"Low availability"
"1723074","IL Elgin city, Illinois","IL",38846,1484,38.2021314935901,"Low availability"
"1723256","IL Elk Grove Village village, Illinois","IL",12786,16,1.25136868449867,"Severe desert"
"1723620","IL Elmhurst city, Illinois","IL",16863,190,11.2672715412441,"Moderate desert"
"1724582","IL Evanston city, Illinois","IL",31387,1020,32.4975308248638,"Low availability"
"1727884","IL Freeport city, Illinois","IL",11026,519,47.0705604933793,"Low availability"
"1728326","IL Galesburg city, Illinois","IL",12513,724,57.8598257811876,"Adequate supply"
"1729730","IL Glendale Heights village, Illinois","IL",11396,269,23.6047736047736,"Moderate desert"
"1729756","IL Glen Ellyn village, Illinois","IL",10833,163,15.046616818979,"Moderate desert"
"1729938","IL Glenview village, Illinois","IL",18454,191,10.3500596076731,"Moderate desert"
"1730926","IL Granite City city, Illinois","IL",11316,392,34.6412159773772,"Low availability"
"1732018","IL Gurnee village, Illinois","IL",11698,435,37.1858437339716,"Low availability"
"1732746","IL Hanover Park village, Illinois","IL",11210,173,15.4326494201606,"Moderate desert"
"1734722","IL Highland Park city, Illinois","IL",11761,192,16.3251424198623,"Moderate desert"
"1735411","IL Hoffman Estates village, Illinois","IL",18608,107,5.75021496130696,"Severe desert"
"1736750","IL Huntley village, Illinois","IL",12136,29,2.38958470665788,"Severe desert"
"1738570","IL Joliet city, Illinois","IL",50648,1728,34.1178328858,"Low availability"
"1742028","IL Lansing village, Illinois","IL",11154,499,44.7373139680832,"Low availability"
"1743939","IL Lisle village, Illinois","IL",10022,121,12.073438435442,"Moderate desert"
"1744407","IL Lombard village, Illinois","IL",17354,178,10.2570012677193,"Moderate desert"
"1745694","IL McHenry city, Illinois","IL",11547,245,21.2176322854421,"Moderate desert"
"1749867","IL Moline city, Illinois","IL",18135,482,26.5784394816653,"Low availability"
"1751089","IL Mount Prospect village, Illinois","IL",22003,574,26.0873517247648,"Low availability"
"1751349","IL Mundelein village, Illinois","IL",11546,189,16.3693053871471,"Moderate desert"
"1751622","IL Naperville city, Illinois","IL",54286,1210,22.2893563718086,"Moderate desert"
"1753000","IL Niles village, Illinois","IL",11269,229,20.3212352471382,"Moderate desert"
"1753234","IL Normal town, Illinois","IL",19775,521,26.346396965866,"Low availability"
"1753481","IL Northbrook village, Illinois","IL",13296,16,1.20336943441637,"Severe desert"
"1754638","IL Oak Forest city, Illinois","IL",10357,64,6.17939557787004,"Severe desert"
"1754820","IL Oak Lawn village, Illinois","IL",21745,85,3.90894458496206,"Severe desert"
"1754885","IL Oak Park village, Illinois","IL",23267,841,36.1456139596854,"Low availability"
"1755249","IL O'Fallon city, Illinois","IL",12461,316,25.3591204558222,"Low availability"
"1756640","IL Orland Park village, Illinois","IL",23353,43,1.84130518562926,"Severe desert"
"1756887","IL Oswego village, Illinois","IL",12097,46,3.80259568488055,"Severe desert"
"1757225","IL Palatine village, Illinois","IL",26819,468,17.4503150751333,"Moderate desert"
"1757875","IL Park Ridge city, Illinois","IL",15179,7,0.461163449502602,"Severe desert"
"1758447","IL Pekin city, Illinois","IL",13527,736,54.409699120278,"Adequate supply"
"1759000","IL Peoria city, Illinois","IL",48950,4330,88.4576098059244,"Adequate supply"
"1760287","IL Plainfield village, Illinois","IL",14205,72,5.06863780359029,"Severe desert"
"1762367","IL Quincy city, Illinois","IL",17451,584,33.4651309380551,"Low availability"
"1765000","IL Rockford city, Illinois","IL",61481,4318,70.2330801385794,"Adequate supply"
"1765078","IL Rock Island city, Illinois","IL",15679,1392,88.7811722686396,"Adequate supply"
"1765442","IL Romeoville village, Illinois","IL",13064,111,8.49663196570729,"Severe desert"
"1766703","IL St. Charles city, Illinois","IL",13169,168,12.7572328954363,"Moderate desert"
"1768003","IL Schaumburg village, Illinois","IL",32014,751,23.458486911976,"Moderate desert"
"1770122","IL Skokie village, Illinois","IL",23971,586,24.4462058320471,"Moderate desert"
"1772000","IL Springfield city, Illinois","IL",50803,2985,58.7563726551582,"Adequate supply"
"1773157","IL Streamwood village, Illinois","IL",13041,273,20.9339774557166,"Moderate desert"
"1775484","IL Tinley Park village, Illinois","IL",22058,187,8.4776498322604,"Severe desert"
"1777005","IL Urbana city, Illinois","IL",16425,955,58.1430745814307,"Adequate supply"
"1777694","IL Vernon Hills village, Illinois","IL",10776,318,29.5100222717149,"Low availability"
"1779293","IL Waukegan city, Illinois","IL",31406,2141,68.1716869388015,"Adequate supply"
"1780645","IL Westmont village, Illinois","IL",10599,312,29.4367393150297,"Low availability"
"1781048","IL Wheaton city, Illinois","IL",19808,348,17.5686591276252,"Moderate desert"
"1781087","IL Wheeling village, Illinois","IL",15296,236,15.428870292887,"Moderate desert"
"1782075","IL Wilmette village, Illinois","IL",10280,110,10.7003891050584,"Moderate desert"
"1783245","IL Woodridge village, Illinois","IL",13119,193,14.7114871560332,"Moderate desert"
"1783349","IL Woodstock city, Illinois","IL",10428,546,52.3590333716916,"Adequate supply"
"1801468","IN Anderson city, Indiana","IN",23824,1785,74.9244459368704,"Adequate supply"
"1805860","IN Bloomington city, Indiana","IN",33372,1738,52.0795876782932,"Adequate supply"
"1808416","IN Brownsburg town, Indiana","IN",10770,30,2.78551532033426,"Severe desert"
"1810342","IN Carmel city, Indiana","IN",38160,38,0.9958071278826,"Severe desert"
"1814734","IN Columbus city, Indiana","IN",21314,1093,51.2808482687436,"Adequate supply"
"1816138","IN Crown Point city, Indiana","IN",12187,9,0.738491835562485,"Severe desert"
"1820728","IN Elkhart city, Indiana","IN",21693,887,40.88876596137,"Low availability"
"1822000","IN Evansville city, Indiana","IN",52284,3838,73.406778364318,"Adequate supply"
"1823278","IN Fishers city, Indiana","IN",36680,69,1.88113413304253,"Severe desert"
"1825000","IN Fort Wayne city, Indiana","IN",109604,4793,43.7301558337287,"Low availability"
"1827000","IN Gary city, Indiana","IN",27432,4850,176.800816564596,"Adequate supply"
"1828386","IN Goshen city, Indiana","IN",12280,610,49.6742671009772,"Low availability"
"1828800","IN Granger CDP, Indiana","IN",10517,7,0.665589046305981,"Severe desert"
"1829520","IN Greenfield city, Indiana","IN",10111,200,19.780437147661,"Moderate desert"
"1829898","IN Greenwood city, Indiana","IN",25773,429,16.6453265044814,"Moderate desert"
"1831000","IN Hammond city, Indiana","IN",29419,1172,39.8381998028485,"Low availability"
"1833466","IN Highland town, Indiana","IN",10315,14,1.35724672806592,"Severe desert"
"1834114","IN Hobart city, Indiana","IN",11967,137,11.4481490766274,"Moderate desert"
